Job ID,Agency,Posting Type,# Of Positions,Business Title,Civil Service Title,Title Code No,Level,Job Category,Full-Time/Part-Time indicator,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Job Description,Minimum Qual Requirements,Preferred Skills,Additional Information,To Apply,Hours/Shift,Work Location 1,Recruitment Contact,Residency Requirement,Posting Date,Post Until,Posting Updated,Process Date 
355642,33,1,21,857,256,95937,3,51,3,49.94,53.85,2,23,444,1028,278,821,476,616,1,1,1,1,2018-08-03,2018-11-02,2018-08-03,2018-10-16
355649,2,2,1,858,100,40510,5,34,2,52143,65000,1,4,168,1029,108,822,477,185,29,94,1,1,2018-08-03,2018-11-02,2018-08-06,2018-10-16
355649,2,1,1,858,100,40510,5,34,2,52143,65000,1,4,168,1029,108,822,477,185,29,94,1,1,2018-08-03,2018-11-02,2018-08-06,2018-10-16
355667,34,1,1,859,257,22507,1,63,2,53134,61014,1,16,445,1030,279,823,2,587,1,106,1,1,2018-07-25,2018-10-17,2018-09-17,2018-10-16
355667,34,2,1,859,257,22507,1,63,2,53134,61014,1,16,445,1030,279,823,2,587,1,106,1,1,2018-07-25,2018-10-17,2018-09-17,2018-10-16
355679,34,1,1,860,257,22507,5,63,2,80000,90000,1,16,446,1031,279,824,2,587,1,106,1,1,2018-07-25,2018-10-27,2018-09-27,2018-10-16
355679,34,2,1,860,257,22507,5,63,2,80000,90000,1,16,446,1031,279,824,2,587,1,106,1,1,2018-07-25,2018-10-27,2018-09-27,2018-10-16
355715,6,1,1,861,30,13632,6,36,1,85823,103000,1,19,32,1032,30,825,2,617,20,15,1,2,2018-08-01,2018-11-02,2018-10-15,2018-10-16
355721,3,1,16,862,157,30112,3,51,2,88325,143046,1,5,33,1033,280,2,2,618,1,1,1,2,2018-07-26,2018-11-01,2018-10-01,2018-10-16
355721,3,2,16,862,157,30112,3,51,2,88325,143046,1,5,33,1033,280,2,2,618,1,1,1,2,2018-07-26,2018-11-01,2018-10-01,2018-10-16
355730,10,2,6,146,14,20215,5,11,2,74990,104182,1,22,124,1034,14,237,444,619,41,53,1,6,2018-08-08,2018-11-02,2018-09-07,2018-10-16
355730,10,1,6,146,14,20215,5,11,2,74990,104182,1,22,124,1034,14,237,444,619,41,53,1,6,2018-08-08,2018-11-02,2018-09-07,2018-10-16
355736,5,1,1,863,8,21744,14,40,2,87768,113838,1,8,417,1035,8,826,216,620,1,1,1,1,2018-08-16,2018-12-14,2018-08-17,2018-10-16
355736,5,2,1,863,8,21744,14,40,2,87768,113838,1,8,417,1035,8,826,216,620,1,1,1,1,2018-08-16,2018-12-14,2018-08-17,2018-10-16
355745,10,1,8,205,14,20215,6,11,2,83887,113725,1,22,124,1034,14,237,444,621,41,53,1,6,2018-08-08,2018-11-02,2018-09-07,2018-10-16
355745,10,2,8,205,14,20215,6,11,2,83887,113725,1,22,124,1034,14,237,444,621,41,53,1,6,2018-08-08,2018-11-02,2018-09-07,2018-10-16
355754,11,1,1,864,258,10144,3,42,2,33875,51411,1,33,447,1036,281,827,478,156,1,159,1,1,2018-09-24,2018-10-24,2018-09-24,2018-10-16
355766,6,1,1,865,30,13632,6,36,1,85823,105000,1,19,32,1037,30,828,2,622,20,15,1,2,2018-07-30,2018-11-02,2018-10-15,2018-10-16
355804,13,2,1,866,86,6088,1,34,2,43618,65433,1,45,407,1038,94,764,479,150,1,105,1,1,2018-07-26,2018-11-02,2018-07-26,2018-10-16
355804,13,1,1,866,86,6088,1,34,2,43618,65433,1,45,407,1038,94,764,479,150,1,105,1,1,2018-07-26,2018-11-02,2018-07-26,2018-10-16
355807,5,1,1,867,23,21538,5,8,2,49274,56665,1,114,448,1039,23,829,480,623,1,160,1,1,2018-07-30,2018-11-23,2018-07-30,2018-10-16
355807,5,2,1,867,23,21538,5,8,2,49274,56665,1,114,448,1039,23,829,480,623,1,160,1,1,2018-07-30,2018-11-23,2018-07-30,2018-10-16
355813,5,1,1,768,234,83052,1,22,2,52712,61560,1,91,221,1040,256,731,216,624,1,1,1,1,2018-07-30,2018-11-23,2018-07-30,2018-10-16
355813,5,2,1,768,234,83052,1,22,2,52712,61560,1,91,221,1040,256,731,216,624,1,1,1,1,2018-07-30,2018-11-23,2018-07-30,2018-10-16
355831,5,1,1,868,8,21744,14,84,2,87768,113838,1,8,417,1041,8,830,216,625,1,1,1,1,2018-07-30,2018-11-23,2018-07-30,2018-10-16
355831,5,2,1,868,8,21744,14,84,2,87768,113838,1,8,417,1041,8,830,216,625,1,1,1,1,2018-07-30,2018-11-23,2018-07-30,2018-10-16
355839,5,1,1,869,8,21744,5,84,2,70286,80829,1,8,214,1042,8,831,155,626,1,1,1,1,2018-07-30,2018-11-27,2018-08-07,2018-10-16
355839,5,2,1,869,8,21744,5,84,2,70286,80829,1,8,214,1042,8,831,155,626,1,1,1,1,2018-07-30,2018-11-27,2018-08-07,2018-10-16
355851,2,2,9,120,5,20202,3,11,2,47860,52000,1,9,110,1043,56,2,213,9,1,1,1,2,2018-08-03,2018-11-02,2018-09-06,2018-10-16
355851,2,1,9,120,5,20202,3,11,2,47860,52000,1,9,110,1043,56,2,213,9,1,1,1,2,2018-08-03,2018-11-02,2018-09-06,2018-10-16
355852,5,1,1,870,100,40510,1,22,2,46747,63519,1,159,449,1044,108,832,146,627,1,1,1,1,2018-08-08,2018-11-23,2018-08-08,2018-10-16
355852,5,2,1,870,100,40510,1,22,2,46747,63519,1,159,449,1044,108,832,146,627,1,1,1,1,2018-08-08,2018-11-23,2018-08-08,2018-10-16
355854,2,1,1,871,3,20616,3,11,2,47860,52000,1,9,145,1045,146,2,213,9,1,1,1,2,2018-08-02,2018-11-02,2018-08-09,2018-10-16
355854,2,2,1,871,3,20616,3,11,2,47860,52000,1,9,145,1045,146,2,213,9,1,1,1,2,2018-08-02,2018-11-02,2018-08-09,2018-10-16
355856,2,2,1,872,51,20302,3,11,2,47860,52000,1,61,44,1046,137,2,213,9,1,1,1,2,2018-08-02,2018-11-02,2018-09-19,2018-10-16
355856,2,1,1,872,51,20302,3,11,2,47860,52000,1,61,44,1046,137,2,213,9,1,1,1,2,2018-08-02,2018-11-02,2018-09-19,2018-10-16
355864,5,1,1,685,218,51195,1,22,3,19.92,22.91,2,24,376,1047,240,833,155,628,1,30,1,1,2018-07-30,2018-11-23,2018-07-30,2018-10-16
355864,5,2,1,685,218,51195,1,22,3,19.92,22.91,2,24,376,1047,240,833,155,628,1,30,1,1,2018-07-30,2018-11-23,2018-07-30,2018-10-16
355867,5,1,1,873,218,51195,1,22,3,19.92,25.72,2,24,376,1048,240,834,155,629,1,30,1,1,2018-07-30,2018-11-23,2018-07-31,2018-10-16
355867,5,2,1,873,218,51195,1,22,3,19.92,25.72,2,24,376,1048,240,834,155,629,1,30,1,1,2018-07-30,2018-11-23,2018-07-31,2018-10-16
355869,2,2,1,874,71,20403,3,11,2,47860,52000,1,61,44,1049,77,2,213,9,1,1,1,2,2018-07-30,2018-11-02,2018-08-09,2018-10-16
355869,2,1,1,874,71,20403,3,11,2,47860,52000,1,61,44,1049,77,2,213,9,1,1,1,2,2018-07-30,2018-11-02,2018-08-09,2018-10-16
355891,11,1,1,875,259,91940,3,35,2,361.48,361.48,3,160,450,1050,282,2,2,48,137,161,1,1,2018-10-10,2018-10-24,2018-10-10,2018-10-16
355896,29,1,1,876,196,0527A,4,102,2,65000,85000,1,2,451,1051,226,835,465,630,1,40,1,1,2018-10-04,2018-11-02,2018-10-03,2018-10-16
355896,29,2,1,876,196,0527A,4,102,2,65000,85000,1,2,451,1051,226,835,465,630,1,40,1,1,2018-10-04,2018-11-02,2018-10-03,2018-10-16
355899,29,1,1,877,196,0527A,9,103,2,55000,70000,1,2,451,1052,226,836,465,631,1,1,1,1,2018-10-04,2018-11-02,2018-10-03,2018-10-16
355899,29,2,1,877,196,0527A,9,103,2,55000,70000,1,2,451,1052,226,836,465,631,1,1,1,1,2018-10-04,2018-11-02,2018-10-03,2018-10-16
355921,10,1,1,878,65,13631,5,104,2,66751,92908,1,22,452,1053,70,837,481,632,1,1,1,2,2018-08-01,2019-01-28,2018-08-01,2018-10-16
355927,10,1,1,879,242,40910,5,58,2,52143,78997,1,22,452,1054,264,837,2,633,1,20,1,1,2018-08-01,2019-01-28,2018-08-01,2018-10-16
355927,10,2,1,879,242,40910,5,58,2,52143,78997,1,22,452,1054,264,837,2,633,1,20,1,1,2018-08-01,2019-01-28,2018-08-01,2018-10-16
355930,2,1,1,880,32,10124,5,42,2,49390,71794,1,9,19,1055,32,530,482,207,1,1,1,1,2018-08-02,2018-11-02,2018-08-02,2018-10-16
355930,2,2,1,880,32,10124,5,42,2,49390,71794,1,9,19,1055,32,530,482,207,1,1,1,1,2018-08-02,2018-11-02,2018-08-02,2018-10-16
355931,10,2,1,881,110,22305,3,105,2,45919,67556,1,22,452,1056,118,838,2,634,1,20,1,1,2018-08-01,2019-01-28,2018-08-01,2018-10-16
355931,10,1,1,881,110,22305,3,105,2,45919,67556,1,22,452,1056,118,838,2,634,1,20,1,1,2018-08-01,2019-01-28,2018-08-01,2018-10-16
355934,10,1,1,881,48,56057,3,105,2,35683,59385,1,22,452,1057,49,839,2,635,1,20,1,1,2018-08-01,2019-01-28,2018-08-01,2018-10-16
355934,10,2,1,881,48,56057,3,105,2,35683,59385,1,22,452,1057,49,839,2,635,1,20,1,1,2018-08-01,2019-01-28,2018-08-01,2018-10-16
356043,5,1,1,882,250,13368,1,106,2,54110,70134,1,8,453,1058,268,840,155,636,1,1,1,1,2018-07-27,2018-11-08,2018-07-27,2018-10-16
356043,5,2,1,882,250,13368,1,106,2,54110,70134,1,8,453,1058,268,840,155,636,1,1,1,1,2018-07-27,2018-11-08,2018-07-27,2018-10-16
356074,24,2,1,883,90,22425,3,36,2,47974,55170,1,79,454,1059,99,841,2,637,75,78,1,1,2018-10-11,2018-11-02,2018-10-11,2018-10-16
356074,24,1,1,883,90,22425,3,36,2,47974,55170,1,79,454,1059,99,841,2,637,75,78,1,1,2018-10-11,2018-11-02,2018-10-11,2018-10-16
356078,24,1,1,884,50,20617,3,11,2,53134,79726,1,79,229,1060,52,842,2,638,75,78,1,2,2018-08-21,2018-11-02,2018-08-22,2018-10-16
356078,24,2,1,884,50,20617,3,11,2,53134,79726,1,79,229,1060,52,842,2,638,75,78,1,2,2018-08-21,2018-11-02,2018-08-22,2018-10-16
356093,10,1,1,885,32,10124,5,51,2,49390,71794,1,22,308,1061,32,843,441,639,1,20,1,1,2018-08-01,2019-01-28,2018-08-17,2018-10-16
356094,10,1,1,885,32,10124,6,51,2,54638,83500,1,22,308,1061,32,843,441,640,1,20,1,1,2018-08-01,2019-01-28,2018-08-17,2018-10-16
356225,36,1,1,886,260,33996,5,62,2,63750,75000,1,123,312,1062,283,844,2,348,138,113,1,1,2018-07-30,2018-11-02,2018-07-30,2018-10-16
356225,36,2,1,886,260,33996,5,62,2,63750,75000,1,123,312,1062,283,844,2,348,138,113,1,1,2018-07-30,2018-11-02,2018-07-30,2018-10-16
356226,5,1,1,887,100,40510,5,2,2,52143,83418,1,8,455,1063,108,845,146,641,1,1,1,1,2018-08-08,2018-11-27,2018-08-08,2018-10-16
356226,5,2,1,887,100,40510,5,2,2,52143,83418,1,8,455,1063,108,845,146,641,1,1,1,1,2018-08-08,2018-11-27,2018-08-08,2018-10-16
356229,5,1,1,686,218,51195,1,22,3,19.92,24.74,2,122,217,1064,240,652,155,642,1,162,1,1,2018-07-31,2018-11-27,2018-07-31,2018-10-16
356229,5,2,1,686,218,51195,1,22,3,19.92,24.74,2,122,217,1064,240,652,155,642,1,162,1,1,2018-07-31,2018-11-27,2018-07-31,2018-10-16
356237,5,1,1,888,100,40510,1,2,2,46747,63519,1,8,455,1065,108,846,146,643,1,1,1,1,2018-08-02,2018-11-27,2018-08-02,2018-10-16
356237,5,2,1,888,100,40510,1,2,2,46747,63519,1,8,455,1065,108,846,146,643,1,1,1,1,2018-08-02,2018-11-27,2018-08-02,2018-10-16
356241,5,2,1,686,218,51195,1,22,3,19.92,24.74,2,120,217,1066,240,652,155,644,1,1,1,1,2018-08-08,2018-11-27,2018-08-08,2018-10-16
356241,5,1,1,686,218,51195,1,22,3,19.92,24.74,2,120,217,1066,240,652,155,644,1,1,1,1,2018-08-08,2018-11-27,2018-08-08,2018-10-16
356245,5,1,1,889,22,10251,8,22,2,37251,46440,1,24,221,1067,22,847,155,645,1,1,1,1,2018-08-08,2018-11-27,2018-10-15,2018-10-16
356245,5,2,1,889,22,10251,8,22,2,37251,46440,1,24,221,1067,22,847,155,645,1,1,1,1,2018-08-08,2018-11-27,2018-10-15,2018-10-16
356266,22,2,1,890,236,31130,3,23,2,40000,110000,1,36,456,1068,284,848,2,646,1,163,1,13,2018-08-08,2018-12-06,2018-08-07,2018-10-16
356266,22,1,1,890,236,31130,3,23,2,40000,110000,1,36,456,1068,284,848,2,646,1,163,1,13,2018-08-08,2018-12-06,2018-08-07,2018-10-16
356270,5,1,1,743,47,52613,3,90,2,47549,67604,1,8,46,885,48,710,155,647,1,1,1,1,2018-08-01,2018-11-27,2018-08-21,2018-10-16
356270,5,2,1,743,47,52613,3,90,2,47549,67604,1,8,46,885,48,710,155,647,1,1,1,1,2018-08-01,2018-11-27,2018-08-21,2018-10-16
356276,5,2,1,891,8,21744,5,40,2,70286,81000,1,8,457,1069,8,25,155,648,1,1,1,1,2018-08-08,2018-11-27,2018-08-08,2018-10-16
356276,5,1,1,891,8,21744,5,40,2,70286,81000,1,8,457,1069,8,25,155,648,1,1,1,1,2018-08-08,2018-11-27,2018-08-08,2018-10-16
356282,5,1,1,892,261,10035,2,35,2,67060,178873,1,20,29,1070,285,849,483,649,1,1,1,2,2018-07-30,2018-11-02,2018-07-31,2018-10-16
356282,5,2,1,892,261,10035,2,35,2,67060,178873,1,20,29,1070,285,849,483,649,1,1,1,2,2018-07-30,2018-11-02,2018-07-31,2018-10-16
356283,5,1,1,893,8,21744,1,84,1,32.6809,35.9485,2,8,457,1071,8,850,146,650,1,1,1,1,2018-08-02,2018-11-27,2018-08-02,2018-10-16
356283,5,2,1,893,8,21744,1,84,1,32.6809,35.9485,2,8,457,1071,8,850,146,650,1,1,1,1,2018-08-02,2018-11-27,2018-08-02,2018-10-16
356288,5,1,1,894,8,21744,1,84,1,59708,65678,1,8,341,1072,8,851,216,651,1,1,1,1,2018-08-03,2018-11-28,2018-08-02,2018-10-16
356288,5,2,1,894,8,21744,1,84,1,59708,65678,1,8,341,1072,8,851,216,651,1,1,1,1,2018-08-03,2018-11-28,2018-08-02,2018-10-16
356297,14,2,5,895,262,30827,3,44,2,61413,65815,1,48,458,1073,286,852,2,652,139,52,1,1,2018-07-30,2018-10-28,2018-08-24,2018-10-16
356297,14,1,5,895,262,30827,3,44,2,61413,65815,1,48,458,1073,286,852,2,652,139,52,1,1,2018-07-30,2018-10-28,2018-08-24,2018-10-16
356341,2,2,8,43,8,21744,1,11,2,59708,65678,1,9,110,1074,8,2,213,9,1,1,1,1,2018-08-03,2018-11-02,2018-08-23,2018-10-16
356341,2,1,8,43,8,21744,1,11,2,59708,65678,1,9,110,1074,8,2,213,9,1,1,1,1,2018-08-03,2018-11-02,2018-08-23,2018-10-16
356350,2,1,1,896,173,20113,8,11,2,52194,60023,1,9,110,1075,188,2,213,9,1,1,1,1,2018-08-03,2018-11-02,2018-08-21,2018-10-16
356350,2,2,1,896,173,20113,8,11,2,52194,60023,1,9,110,1075,188,2,213,9,1,1,1,1,2018-08-03,2018-11-02,2018-08-21,2018-10-16
356355,2,1,1,440,173,20113,1,23,2,36239,41675,1,65,260,774,188,420,213,48,1,1,1,1,2018-08-02,2018-11-02,2018-08-02,2018-10-16
356355,2,2,1,440,173,20113,1,23,2,36239,41675,1,65,260,774,188,420,213,48,1,1,1,1,2018-08-02,2018-11-02,2018-08-02,2018-10-16
356360,5,2,1,897,28,10209,1,8,3,13.5,17.9,2,18,264,1076,28,853,155,653,1,1,1,1,2018-07-31,2018-11-28,2018-07-31,2018-10-16
356360,5,1,1,897,28,10209,1,8,3,13.5,17.9,2,18,264,1076,28,853,155,653,1,1,1,1,2018-07-31,2018-11-28,2018-07-31,2018-10-16
356380,31,1,8,525,192,40562,3,74,2,56033,70000,1,102,310,1077,209,854,2,654,116,110,1,1,2018-09-07,2018-11-02,2018-09-10,2018-10-16
356380,31,2,8,525,192,40562,3,74,2,56033,70000,1,102,310,1077,209,854,2,654,116,110,1,1,2018-09-07,2018-11-02,2018-09-10,2018-10-16
356412,5,1,1,898,22,10251,8,22,2,37251,46266.12,1,24,323,1078,22,855,155,655,1,1,1,1,2018-08-01,2018-11-28,2018-08-22,2018-10-16
356412,5,2,1,898,22,10251,8,22,2,37251,46266.12,1,24,323,1078,22,855,155,655,1,1,1,1,2018-08-01,2018-11-28,2018-08-22,2018-10-16
356421,5,2,1,899,58,56058,3,22,3,27.5654,31.7001,2,8,355,1079,62,856,216,656,1,1,1,1,2018-08-22,2018-12-13,2018-09-04,2018-10-16
356421,5,1,1,899,58,56058,3,22,3,27.5654,31.7001,2,8,355,1079,62,856,216,656,1,1,1,1,2018-08-22,2018-12-13,2018-09-04,2018-10-16
356438,2,2,1,167,14,20215,6,11,2,83887,96470,1,9,110,1080,14,857,213,9,1,1,1,2,2018-08-03,2018-11-02,2018-08-03,2018-10-16
356438,2,1,1,167,14,20215,6,11,2,83887,96470,1,9,110,1080,14,857,213,9,1,1,1,2,2018-08-03,2018-11-02,2018-08-03,2018-10-16
356441,27,2,1,900,28,10209,1,42,3,13.5,17.9,2,112,459,1081,28,2,446,530,140,115,1,1,2018-08-31,2018-11-02,2018-09-25,2018-10-16
356441,27,1,1,900,28,10209,1,42,3,13.5,17.9,2,112,459,1081,28,2,446,530,140,115,1,1,2018-08-31,2018-11-02,2018-09-25,2018-10-16
356450,5,1,6,901,32,10124,5,22,2,49390,61341.84,1,2,383,1082,32,858,155,657,1,1,1,1,2018-08-08,2018-11-28,2018-09-10,2018-10-16
356450,5,2,6,901,32,10124,5,22,2,49390,61341.84,1,2,383,1082,32,858,155,657,1,1,1,1,2018-08-08,2018-11-28,2018-09-10,2018-10-16
356460,5,2,1,902,39,12627,3,107,2,65731,75600,1,8,430,1083,40,859,155,658,1,1,1,1,2018-07-31,2018-11-28,2018-07-31,2018-10-16
356460,5,1,1,902,39,12627,3,107,2,65731,75600,1,8,430,1083,40,859,155,658,1,1,1,1,2018-07-31,2018-11-28,2018-07-31,2018-10-16
356462,5,2,1,903,58,56058,3,22,2,50362,57916,1,8,355,1084,62,860,216,659,1,1,1,1,2018-08-08,2018-11-28,2018-08-08,2018-10-16
356462,5,1,1,903,58,56058,3,22,2,50362,57916,1,8,355,1084,62,860,216,659,1,1,1,1,2018-08-08,2018-11-28,2018-08-08,2018-10-16
356467,5,2,1,904,230,91415,1,108,3,23.231,26.7159,2,8,355,1085,252,331,155,660,1,1,1,1,2018-08-10,2018-11-28,2018-08-10,2018-10-16
356467,5,1,1,904,230,91415,1,108,3,23.231,26.7159,2,8,355,1085,252,331,155,660,1,1,1,1,2018-08-10,2018-11-28,2018-08-10,2018-10-16
356472,2,1,1,257,85,34202,6,46,2,67083,113725,1,9,79,1086,93,861,484,67,1,1,1,2,2018-09-10,2018-11-02,2018-09-10,2018-10-16
356472,2,2,1,257,85,34202,6,46,2,67083,113725,1,9,79,1086,93,861,484,67,1,1,1,2,2018-09-10,2018-11-02,2018-09-10,2018-10-16
356478,5,1,8,905,8,21744,5,84,2,70286,88000,1,8,214,1087,8,862,155,661,1,1,1,1,2018-08-06,2018-11-28,2018-09-07,2018-10-16
356478,5,2,8,905,8,21744,5,84,2,70286,88000,1,8,214,1087,8,862,155,661,1,1,1,1,2018-08-06,2018-11-28,2018-09-07,2018-10-16
356486,5,1,1,906,8,21744,5,84,2,70286,80829,1,155,423,1088,8,863,146,662,1,1,1,1,2018-08-08,2018-11-28,2018-08-08,2018-10-16
356486,5,2,1,906,8,21744,5,84,2,70286,80829,1,155,423,1088,8,863,146,662,1,1,1,1,2018-08-08,2018-11-28,2018-08-08,2018-10-16
356491,1,2,1,655,1,40563,1,63,2,46818,62000,1,1,1,1089,158,864,2,663,1,1,1,1,2018-08-02,2018-11-02,2018-08-17,2018-10-16
356491,1,1,1,655,1,40563,1,63,2,46818,62000,1,1,1,1089,158,864,2,663,1,1,1,1,2018-08-02,2018-11-02,2018-08-17,2018-10-16
356495,14,1,5,907,263,30114,3,43,2,65000,68101,1,161,460,1090,153,2,2,652,1,1,1,1,2018-07-31,2018-10-29,2018-09-17,2018-10-16
356495,14,2,5,907,263,30114,3,43,2,65000,68101,1,161,460,1090,153,2,2,652,1,1,1,1,2018-07-31,2018-10-29,2018-09-17,2018-10-16
356529,18,1,6,886,264,31166,3,23,2,71279,71279,1,5,170,1091,287,865,2,664,1,1,1,1,2018-08-01,2018-11-02,2018-08-01,2018-10-16
356532,5,2,1,908,58,56058,3,22,2,50362,59400,1,114,39,1092,62,866,155,665,1,1,1,1,2018-08-01,2018-11-29,2018-08-01,2018-10-16
356532,5,1,1,908,58,56058,3,22,2,50362,59400,1,114,39,1092,62,866,155,665,1,1,1,1,2018-08-01,2018-11-29,2018-08-01,2018-10-16
356533,5,2,1,909,32,10124,6,22,2,54638,78840,1,8,221,1093,32,331,155,666,1,1,1,1,2018-09-04,2018-12-28,2018-09-10,2018-10-16
356533,5,1,1,909,32,10124,6,22,2,54638,78840,1,8,221,1093,32,331,155,666,1,1,1,1,2018-09-04,2018-12-28,2018-09-10,2018-10-16
356534,24,1,1,696,44,10015,4,11,2,60435,161497,1,79,461,1094,229,660,2,667,75,78,1,2,2018-08-30,2018-11-02,2018-09-05,2018-10-16
356557,5,2,1,910,28,10209,1,22,3,13.5,17.9,2,8,25,1095,28,867,216,668,1,1,1,1,2018-08-08,2018-11-29,2018-08-08,2018-10-16
356557,5,1,1,910,28,10209,1,22,3,13.5,17.9,2,8,25,1095,28,867,216,668,1,1,1,1,2018-08-08,2018-11-29,2018-08-08,2018-10-16
356566,24,2,8,911,77,20210,3,11,2,53134,79726,1,147,381,1096,211,868,2,669,75,138,1,6,2018-08-23,2018-11-02,2018-09-05,2018-10-16
356566,24,1,8,911,77,20210,3,11,2,53134,79726,1,147,381,1096,211,868,2,669,75,138,1,6,2018-08-23,2018-11-02,2018-09-05,2018-10-16
356571,5,1,1,912,265,91925,3,109,3,385,385,3,155,462,1097,288,869,485,670,1,1,1,1,2018-08-08,2018-11-29,2018-08-29,2018-10-16
356571,5,2,1,912,265,91925,3,109,3,385,385,3,155,462,1097,288,869,485,670,1,1,1,1,2018-08-08,2018-11-29,2018-08-29,2018-10-16
356602,5,1,1,913,105,31215,1,8,2,42563,48947,1,159,463,1098,113,656,216,671,1,1,1,1,2018-08-08,2018-11-29,2018-08-08,2018-10-16
356602,5,2,1,913,105,31215,1,8,2,42563,48947,1,159,463,1098,113,656,216,671,1,1,1,1,2018-08-08,2018-11-29,2018-08-08,2018-10-16
356609,5,2,1,914,246,6611,6,22,3,36.9267,56.6743,2,8,429,1099,266,870,486,672,1,1,1,2,2018-08-08,2018-11-29,2018-08-08,2018-10-16
356609,5,1,1,914,246,6611,6,22,3,36.9267,56.6743,2,8,429,1099,266,870,486,672,1,1,1,2,2018-08-08,2018-11-29,2018-08-08,2018-10-16
356617,24,1,1,696,6,83008,4,11,2,60435,161497,1,79,464,1100,6,871,2,673,75,164,1,2,2018-08-30,2018-11-02,2018-09-05,2018-10-16
356621,22,1,1,915,103,10025,2,2,2,80000,105575,1,77,207,1101,111,872,2,674,1,1,1,1,2018-08-02,2018-11-30,2018-08-09,2018-10-16
356629,5,1,1,916,58,56058,3,22,2,50362,66466,1,8,214,1102,62,873,216,675,1,1,1,1,2018-08-03,2018-11-29,2018-08-10,2018-10-16
356629,5,2,1,916,58,56058,3,22,2,50362,66466,1,8,214,1102,62,873,216,675,1,1,1,1,2018-08-03,2018-11-29,2018-08-10,2018-10-16
356636,10,1,5,249,98,91717,3,35,2,389.97,389.97,3,59,134,1103,106,874,487,676,1,1,1,1,2018-08-21,2019-02-17,2018-10-03,2018-10-16
356636,10,2,5,249,98,91717,3,35,2,389.97,389.97,3,59,134,1103,106,874,487,676,1,1,1,1,2018-08-21,2019-02-17,2018-10-03,2018-10-16
356637,22,2,1,316,135,31143,6,23,2,59791,77250,1,77,207,1104,145,875,2,677,1,1,1,1,2018-08-02,2018-11-30,2018-08-02,2018-10-16
356637,22,1,1,316,135,31143,6,23,2,59791,77250,1,77,207,1104,145,875,2,677,1,1,1,1,2018-08-02,2018-11-30,2018-08-02,2018-10-16
356646,10,2,1,881,48,56057,3,91,2,35683,59385,1,22,452,1057,49,839,2,678,1,20,1,1,2018-08-08,2019-02-04,2018-08-08,2018-10-16
356646,10,1,1,881,48,56057,3,91,2,35683,59385,1,22,452,1057,49,839,2,678,1,20,1,1,2018-08-08,2019-02-04,2018-08-08,2018-10-16
356648,10,2,1,881,110,22305,3,91,2,45919,67556,1,22,452,1056,118,838,2,679,1,20,1,1,2018-08-08,2019-02-04,2018-08-08,2018-10-16
356648,10,1,1,881,110,22305,3,91,2,45919,67556,1,22,452,1056,118,838,2,679,1,20,1,1,2018-08-08,2019-02-04,2018-08-08,2018-10-16
356659,22,1,1,917,135,31143,5,23,2,50227,65000,1,77,207,1105,145,876,2,680,1,1,1,1,2018-08-14,2018-12-12,2018-08-23,2018-10-16
356659,22,2,1,917,135,31143,5,23,2,50227,65000,1,77,207,1105,145,876,2,680,1,1,1,1,2018-08-14,2018-12-12,2018-08-23,2018-10-16
356668,10,1,8,918,58,56058,3,63,2,50362,78177,1,22,465,1106,62,877,2,681,1,20,1,1,2018-08-08,2019-02-04,2018-08-08,2018-10-16
356668,10,2,8,918,58,56058,3,63,2,50362,78177,1,22,465,1106,62,877,2,681,1,20,1,1,2018-08-08,2019-02-04,2018-08-08,2018-10-16
356682,24,1,1,696,6,83008,4,11,2,60435,161497,1,79,466,1107,6,871,2,682,75,78,1,6,2018-08-23,2018-11-02,2018-09-20,2018-10-16
356692,9,1,8,919,58,56058,3,41,2,50362,61280,1,21,255,1108,62,878,240,4,1,1,1,1,2018-08-03,2018-11-02,2018-08-20,2018-10-16
356692,9,2,8,919,58,56058,3,41,2,50362,61280,1,21,255,1108,62,878,240,4,1,1,1,1,2018-08-03,2018-11-02,2018-08-20,2018-10-16
356703,2,1,1,822,266,10003,9,41,2,54643,130000,1,4,335,988,289,790,293,185,27,94,1,1,2018-08-03,2018-11-02,2018-08-03,2018-10-16
356703,2,2,1,822,266,10003,9,41,2,54643,130000,1,4,335,988,289,790,293,185,27,94,1,1,2018-08-03,2018-11-02,2018-08-03,2018-10-16
356713,10,1,2,146,14,20215,5,11,2,74990,104182,1,22,141,1109,14,879,444,683,41,37,1,6,2018-08-15,2018-11-02,2018-08-29,2018-10-16
356713,10,2,2,146,14,20215,5,11,2,74990,104182,1,22,141,1109,14,879,444,683,41,37,1,6,2018-08-15,2018-11-02,2018-08-29,2018-10-16
356745,22,1,1,865,34,10050,9,36,2,100000,118450,1,77,52,1110,34,880,2,684,1,1,1,6,2018-08-03,2018-12-01,2018-08-09,2018-10-16
356745,22,2,1,865,34,10050,9,36,2,100000,118450,1,77,52,1110,34,880,2,684,1,1,1,6,2018-08-03,2018-12-01,2018-08-09,2018-10-16
356751,5,2,2,920,105,31215,1,8,1,42563,48947,1,24,383,1111,113,736,216,685,1,1,1,1,2018-08-03,2018-11-30,2018-08-03,2018-10-16
356751,5,1,2,920,105,31215,1,8,1,42563,48947,1,24,383,1111,113,736,216,685,1,1,1,1,2018-08-03,2018-11-30,2018-08-03,2018-10-16
