Job ID,Agency,Posting Type,# Of Positions,Business Title,Civil Service Title,Title Code No,Level,Job Category,Full-Time/Part-Time indicator,Salary Range From,Salary Range To,Salary Frequency,Work Location,Division/Work Unit,Job Description,Minimum Qual Requirements,Preferred Skills,Additional Information,To Apply,Hours/Shift,Work Location 1,Recruitment Contact,Residency Requirement,Posting Date,Post Until,Posting Updated,Process Date 
294977,11,1,1,276,74,12626,5,38,2,58152,74479,1,33,164,302,81,2,168,156,1,32,1,1,2017-08-31,2018-11-02,2017-09-11,2018-10-16
295279,5,1,1,277,29,13611,1,36,2,47797,54967,1,20,165,303,29,246,2,157,1,1,1,1,2017-07-27,2018-11-02,2017-08-23,2018-10-16
295279,5,2,1,277,29,13611,1,36,2,47797,54967,1,20,165,303,29,246,2,157,1,1,1,1,2017-07-27,2018-11-02,2017-08-23,2018-10-16
295648,11,1,1,278,120,82801,9,48,2,54643,150371,1,33,166,304,128,247,2,158,1,32,1,1,2017-07-26,2018-11-02,2017-07-26,2018-10-16
295766,6,2,5,279,89,95622,3,36,2,0,100000,1,19,167,305,129,248,169,159,66,15,1,2,2017-07-28,2018-11-02,2018-05-15,2018-10-16
295766,6,1,5,279,89,95622,3,36,2,0,100000,1,19,167,305,129,248,169,159,66,15,1,2,2017-07-28,2018-11-02,2018-05-15,2018-10-16
296006,7,1,1,280,30,13632,5,36,2,79471,102388,1,15,6,306,30,249,2,160,1,1,1,2,2017-07-26,2018-11-02,2017-08-24,2018-10-16
296006,7,2,1,280,30,13632,5,36,2,79471,102388,1,15,6,306,30,249,2,160,1,1,1,2,2017-07-26,2018-11-02,2017-08-24,2018-10-16
296173,2,1,1,136,15,12158,5,2,1,46069,68181,1,4,168,307,15,250,170,83,29,18,1,1,2017-07-28,2018-11-02,2017-07-28,2018-10-16
296182,5,2,6,281,121,6776,3,22,2,82395,82395,1,24,169,308,130,251,171,161,1,69,1,2,2017-07-31,2018-12-13,2018-09-26,2018-10-16
296182,5,1,6,281,121,6776,3,22,2,82395,82395,1,24,169,308,130,251,171,161,1,69,1,2,2017-07-31,2018-12-13,2018-09-26,2018-10-16
296627,5,1,1,282,100,40510,1,2,2,46747,46747,1,20,29,309,108,252,2,162,1,1,1,1,2017-07-31,2018-11-02,2017-09-25,2018-10-16
296627,5,2,1,282,100,40510,1,2,2,46747,46747,1,20,29,309,108,252,2,162,1,1,1,1,2017-07-31,2018-11-02,2017-09-25,2018-10-16
296939,3,1,1,283,122,13616,3,36,2,57223,85259,1,5,52,310,131,2,2,29,1,35,1,1,2017-08-01,2018-11-02,2017-09-05,2018-10-16
296999,18,1,1,284,123,82975,9,23,2,80000,100000,1,5,170,311,132,2,2,163,1,1,1,1,2017-08-01,2018-11-02,2017-08-01,2018-10-16
299080,10,1,8,205,14,20215,6,11,2,83887,113725,1,22,141,312,14,253,172,164,41,37,1,6,2017-09-07,2018-11-02,2017-10-18,2018-10-16
299768,2,2,1,285,70,1001A,3,11,2,49990,120000,1,9,148,313,45,2,173,9,1,1,1,2,2017-08-15,2018-11-02,2017-08-15,2018-10-16
299768,2,1,1,285,70,1001A,3,11,2,49990,120000,1,9,148,313,45,2,173,9,1,1,1,2,2017-08-15,2018-11-02,2017-08-15,2018-10-16
300114,2,2,1,286,17,22427,1,11,2,63074,91347,1,9,148,314,51,254,144,9,1,70,1,2,2017-08-21,2018-11-02,2017-08-21,2018-10-16
300114,2,1,1,286,17,22427,1,11,2,63074,91347,1,9,148,314,51,254,144,9,1,70,1,2,2017-08-21,2018-11-02,2017-08-21,2018-10-16
300177,4,2,8,287,124,20127,3,11,3,63074,91347,1,69,16,315,133,255,87,9,1,1,1,3,2017-10-12,2018-11-02,2017-10-12,2018-10-16
300177,4,1,8,287,124,20127,3,11,3,63074,91347,1,69,16,315,133,255,87,9,1,1,1,3,2017-10-12,2018-11-02,2017-10-12,2018-10-16
300626,11,1,1,288,125,12200,5,35,2,34350,51360,1,33,171,316,134,2,174,165,67,32,1,1,2017-08-21,2018-11-02,2017-08-21,2018-10-16
301758,10,1,8,219,98,91717,3,35,2,373.03,373.03,3,70,75,317,106,256,2,166,68,71,1,1,2017-08-31,2018-11-02,2017-12-20,2018-10-16
301758,10,2,8,219,98,91717,3,35,2,373.03,373.03,3,70,75,317,106,256,2,166,68,71,1,1,2017-08-31,2018-11-02,2017-12-20,2018-10-16
301855,4,2,8,8,126,22508,3,11,2,69491,101848,1,71,172,318,135,257,87,9,1,1,1,3,2017-09-29,2018-11-02,2017-10-27,2018-10-16
301855,4,1,8,8,126,22508,3,11,2,69491,101848,1,71,172,318,135,257,87,9,1,1,1,3,2017-09-29,2018-11-02,2017-10-27,2018-10-16
301985,11,1,1,289,67,30087,6,51,2,73938,109153,1,33,173,319,72,258,2,167,69,32,1,1,2017-08-28,2018-11-02,2017-08-28,2018-10-16
302669,2,1,1,232,66,91645,3,11,2,45.49,45.49,2,72,174,320,71,2,141,48,1,61,1,1,2017-08-30,2018-11-02,2018-03-13,2018-10-16
302669,2,2,1,232,66,91645,3,11,2,45.49,45.49,2,72,174,320,71,2,141,48,1,61,1,1,2017-08-30,2018-11-02,2018-03-13,2018-10-16
302670,2,2,1,155,77,20210,3,11,2,53134,79726,1,73,175,321,84,259,175,168,1,72,1,2,2017-08-30,2018-11-02,2017-09-18,2018-10-16
302670,2,1,1,155,77,20210,3,11,2,53134,79726,1,73,175,321,84,259,175,168,1,72,1,2,2017-08-30,2018-11-02,2017-09-18,2018-10-16
303081,2,2,1,215,58,56058,3,40,1,50362,70000,1,2,94,322,62,260,176,169,29,40,1,1,2017-09-11,2018-11-02,2017-09-11,2018-10-16
303081,2,1,1,215,58,56058,3,40,1,50362,70000,1,2,94,322,62,260,176,169,29,40,1,1,2017-09-11,2018-11-02,2017-09-11,2018-10-16
303298,2,1,1,290,77,20210,3,11,2,53134,79726,1,9,62,323,84,261,177,59,1,1,1,2,2017-09-14,2018-11-02,2018-09-25,2018-10-16
303298,2,2,1,290,77,20210,3,11,2,53134,79726,1,9,62,323,84,261,177,59,1,1,1,2,2017-09-14,2018-11-02,2018-09-25,2018-10-16
305024,19,2,1,291,127,52620,10,42,2,130000,150000,1,74,176,324,136,262,2,170,1,1,1,1,2017-09-11,2018-11-02,2018-03-29,2018-10-16
305024,19,1,1,291,127,52620,10,42,2,130000,150000,1,74,176,324,136,262,2,170,1,1,1,1,2017-09-11,2018-11-02,2018-03-29,2018-10-16
305622,20,1,1,292,30,13632,6,36,2,85823,111344,1,75,177,325,30,263,178,171,1,1,1,6,2018-10-05,2018-11-04,2018-10-04,2018-10-16
305622,20,2,1,292,30,13632,6,36,2,85823,111344,1,75,177,325,30,263,178,171,1,1,1,6,2018-10-05,2018-11-04,2018-10-04,2018-10-16
305863,2,2,1,293,118,40526,5,2,2,40369,53563,1,4,5,326,126,264,69,67,1,1,1,1,2017-09-27,2018-11-02,2017-09-27,2018-10-16
305863,2,1,1,293,118,40526,5,2,2,40369,53563,1,4,5,326,126,264,69,67,1,1,1,1,2017-09-27,2018-11-02,2017-09-27,2018-10-16
305929,2,2,1,294,32,10124,5,56,1,49390,71794,1,9,79,327,32,265,179,67,1,1,1,1,2018-02-14,2018-11-02,2018-09-25,2018-10-16
305929,2,1,1,294,32,10124,5,56,1,49390,71794,1,9,79,327,32,265,179,67,1,1,1,1,2018-02-14,2018-11-02,2018-09-25,2018-10-16
305948,20,1,1,295,30,13632,6,36,2,85823,111344,1,75,177,328,30,266,178,171,1,1,1,6,2018-10-05,2018-11-04,2018-10-04,2018-10-16
306067,2,1,1,296,44,10015,4,11,2,60435,161497,1,9,95,329,89,267,52,121,1,1,1,2,2017-09-27,2018-11-02,2017-09-27,2018-10-16
306067,2,2,1,296,44,10015,4,11,2,60435,161497,1,9,95,329,89,267,52,121,1,1,1,2,2017-09-27,2018-11-02,2017-09-27,2018-10-16
306873,2,2,1,249,98,91717,3,35,2,53.29,53.29,2,61,44,330,106,2,180,48,1,1,1,1,2017-09-27,2018-11-02,2017-09-27,2018-10-16
306873,2,1,1,249,98,91717,3,35,2,53.29,53.29,2,61,44,330,106,2,180,48,1,1,1,1,2017-09-27,2018-11-02,2017-09-27,2018-10-16
306957,2,1,1,155,77,20210,3,11,2,53134,79726,1,4,67,331,84,268,52,9,1,1,1,2,2017-09-27,2018-11-02,2018-03-28,2018-10-16
306957,2,2,1,155,77,20210,3,11,2,53134,79726,1,4,67,331,84,268,52,9,1,1,1,2,2017-09-27,2018-11-02,2018-03-28,2018-10-16
307021,2,2,8,70,51,20302,3,11,2,47860,57958,1,4,44,71,137,2,36,48,1,1,1,2,2017-11-03,2018-11-02,2017-11-03,2018-10-16
307021,2,1,8,70,51,20302,3,11,2,47860,57958,1,4,44,71,137,2,36,48,1,1,1,2,2017-11-03,2018-11-02,2017-11-03,2018-10-16
307215,7,1,1,97,30,13632,5,36,1,79471,102388,1,15,6,332,30,269,2,172,1,1,1,2,2017-09-27,2018-11-02,2017-09-27,2018-10-16
307215,7,2,1,97,30,13632,5,36,1,79471,102388,1,15,6,332,30,269,2,172,1,1,1,2,2017-09-27,2018-11-02,2017-09-27,2018-10-16
307249,2,2,1,297,25,13651,1,36,3,26.104,36.0411,2,4,24,333,25,270,181,53,70,3,1,2,2017-10-06,2018-11-02,2017-10-20,2018-10-16
307249,2,1,1,297,25,13651,1,36,3,26.104,36.0411,2,4,24,333,25,270,181,53,70,3,1,2,2017-10-06,2018-11-02,2017-10-20,2018-10-16
307476,2,1,1,298,17,22427,1,37,2,63074,91347,1,61,44,334,51,2,182,48,1,1,1,2,2017-10-06,2018-11-02,2018-06-21,2018-10-16
307476,2,2,1,298,17,22427,1,37,2,63074,91347,1,61,44,334,51,2,182,48,1,1,1,2,2017-10-06,2018-11-02,2018-06-21,2018-10-16
307835,4,1,1,8,6,83008,4,11,2,100000,110000,1,13,178,335,6,271,87,9,1,1,1,3,2018-02-08,2018-11-02,2018-02-08,2018-10-16
307835,4,2,1,8,6,83008,4,11,2,100000,110000,1,13,178,335,6,271,87,9,1,1,1,3,2018-02-08,2018-11-02,2018-02-08,2018-10-16
308024,11,1,1,299,24,1002C,3,42,2,55590,150371,1,24,179,336,24,272,183,173,69,1,1,1,2017-10-17,2018-11-02,2017-10-17,2018-10-16
308043,11,1,1,300,128,10095,9,2,2,54643,150371,1,33,180,337,138,273,2,174,69,73,1,1,2017-10-12,2018-11-02,2017-10-12,2018-10-16
308418,3,1,1,301,82,13620,1,36,3,20.8851,27.0356,2,5,181,338,90,147,2,29,71,1,1,1,2017-10-04,2018-11-02,2018-08-21,2018-10-16
308418,3,2,1,301,82,13620,1,36,3,20.8851,27.0356,2,5,181,338,90,147,2,29,71,1,1,1,2017-10-04,2018-11-02,2018-08-21,2018-10-16
308858,2,1,1,302,17,22427,6,35,2,83887,113725,1,49,110,339,51,274,131,121,1,57,1,2,2017-10-10,2018-11-02,2017-10-30,2018-10-16
309097,10,1,1,303,129,13389,3,48,2,70000,120000,1,22,182,340,139,275,184,175,1,20,1,1,2017-10-16,2018-11-02,2017-10-16,2018-10-16
309321,2,1,8,120,5,20202,3,11,2,47860,57958,1,4,5,341,56,276,69,67,1,1,1,2,2017-10-12,2018-11-02,2017-10-12,2018-10-16
309321,2,2,8,120,5,20202,3,11,2,47860,57958,1,4,5,341,56,276,69,67,1,1,1,2,2017-10-12,2018-11-02,2017-10-12,2018-10-16
309351,15,2,1,304,130,60816,1,41,1,50000,63945,1,55,96,342,140,277,185,129,1,1,1,1,2017-10-11,2018-11-02,2018-02-21,2018-10-16
309351,15,1,1,304,130,60816,1,41,1,50000,63945,1,55,96,342,140,277,185,129,1,1,1,1,2017-10-11,2018-11-02,2018-02-21,2018-10-16
309432,10,1,1,305,22,10251,6,57,2,33875,54879,1,22,183,343,22,278,116,176,1,20,1,1,2017-10-18,2018-11-02,2017-10-18,2018-10-16
309618,9,1,6,306,131,52370,5,20,2,75520,79285,1,21,102,344,141,279,186,32,1,1,1,2,2018-04-03,2018-11-02,2018-09-20,2018-10-16
309647,21,1,8,307,132,40202,5,40,2,61003,78453,1,55,184,345,142,2,2,177,1,1,1,1,2018-05-15,2018-11-02,2018-05-15,2018-10-16
309647,21,2,8,307,132,40202,5,40,2,61003,78453,1,55,184,345,142,2,2,177,1,1,1,1,2018-05-15,2018-11-02,2018-05-15,2018-10-16
309743,5,1,1,308,133,53040,1,22,3,73.37,78.59,2,24,185,346,143,280,146,178,1,1,1,2,2017-10-17,2018-11-02,2018-02-14,2018-10-16
309743,5,2,1,308,133,53040,1,22,3,73.37,78.59,2,24,185,346,143,280,146,178,1,1,1,2,2017-10-17,2018-11-02,2018-02-14,2018-10-16
309933,4,1,11,309,33,91619,3,35,2,29043,47719,1,6,186,347,33,2,187,9,1,1,1,3,2018-08-13,2018-11-02,2018-08-13,2018-10-16
309933,4,2,11,309,33,91619,3,35,2,29043,47719,1,6,186,347,33,2,187,9,1,1,1,3,2018-08-13,2018-11-02,2018-08-13,2018-10-16
309977,10,1,16,310,112,91110,6,35,2,44670,56832,1,76,187,348,120,237,2,179,64,36,1,1,2017-10-18,2018-11-02,2017-10-19,2018-10-16
310022,4,1,1,272,119,10033,9,41,2,60000,75000,1,68,163,349,127,243,87,9,1,1,1,3,2017-11-08,2018-11-02,2018-03-27,2018-10-16
310022,4,2,1,272,119,10033,9,41,2,60000,75000,1,68,163,349,127,243,87,9,1,1,1,3,2017-11-08,2018-11-02,2018-03-27,2018-10-16
310024,2,1,8,311,134,21310,3,11,2,53134,79726,1,9,188,350,144,281,69,67,1,1,1,2,2017-11-03,2018-11-02,2017-11-03,2018-10-16
310024,2,2,8,311,134,21310,3,11,2,53134,79726,1,9,188,350,144,281,69,67,1,1,1,2,2017-11-03,2018-11-02,2017-11-03,2018-10-16
310175,2,2,1,312,6,8300B,3,46,2,48535,134433,1,9,79,351,79,282,188,67,1,1,1,2,2018-03-01,2018-11-02,2018-03-01,2018-10-16
310175,2,1,1,312,6,8300B,3,46,2,48535,134433,1,9,79,351,79,282,188,67,1,1,1,2,2018-03-01,2018-11-02,2018-03-01,2018-10-16
310515,2,1,8,313,15,12158,5,2,2,47450,76677,1,9,189,352,15,283,189,48,1,1,1,1,2017-11-03,2018-11-02,2018-04-02,2018-10-16
310657,9,2,1,314,18,1002A,3,51,1,62862,97000,1,21,190,353,73,284,190,38,1,1,1,7,2018-08-01,2018-11-02,2018-08-01,2018-10-16
310657,9,1,1,314,18,1002A,3,51,1,62862,97000,1,21,190,353,73,284,190,38,1,1,1,7,2018-08-01,2018-11-02,2018-08-01,2018-10-16
311094,6,2,1,315,58,56058,3,58,2,50362,65000,1,2,191,354,62,285,2,180,16,13,1,1,2018-05-23,2018-11-02,2018-06-21,2018-10-16
311094,6,1,1,315,58,56058,3,58,2,50362,65000,1,2,191,354,62,285,2,180,16,13,1,1,2018-05-23,2018-11-02,2018-06-21,2018-10-16
311160,22,1,5,316,135,31143,6,23,2,59791,80000,1,77,192,355,145,286,2,181,1,1,1,1,2017-11-02,2018-10-31,2018-09-04,2018-10-16
311160,22,2,5,316,135,31143,6,23,2,59791,80000,1,77,192,355,145,286,2,181,1,1,1,1,2017-11-02,2018-10-31,2018-09-04,2018-10-16
311165,10,1,1,317,14,20215,5,11,2,74990,104182,1,22,118,356,14,287,191,182,1,20,1,2,2017-11-01,2018-11-02,2017-11-01,2018-10-16
311353,23,2,1,318,92,30086,3,51,2,57944,70353,1,78,193,357,101,288,2,183,1,74,1,1,2017-10-26,2018-11-02,2017-10-26,2018-10-16
311353,23,1,1,318,92,30086,3,51,2,57944,70353,1,78,193,357,101,288,2,183,1,74,1,1,2017-10-26,2018-11-02,2017-10-26,2018-10-16
311799,10,1,1,219,98,91717,3,35,2,373.03,373.03,3,59,134,358,106,2,133,184,1,20,1,1,2017-11-01,2018-11-02,2017-11-02,2018-10-16
312010,2,2,8,319,3,20616,3,47,2,47860,53000,1,16,3,359,146,289,192,185,29,75,1,2,2017-11-14,2018-11-02,2017-11-20,2018-10-16
312010,2,1,8,319,3,20616,3,47,2,47860,53000,1,16,3,359,146,289,192,185,29,75,1,2,2017-11-14,2018-11-02,2017-11-20,2018-10-16
312210,7,2,1,157,34,10050,9,36,2,54643,150371,1,15,6,360,34,290,2,186,1,1,1,2,2017-11-08,2018-11-02,2017-11-09,2018-10-16
312210,7,1,1,157,34,10050,9,36,2,54643,150371,1,15,6,360,34,290,2,186,1,1,1,2,2017-11-08,2018-11-02,2017-11-09,2018-10-16
312301,15,1,1,320,136,40925,6,2,1,75000,90000,1,55,194,361,147,291,193,187,1,1,1,1,2018-04-11,2018-11-02,2018-04-11,2018-10-16
312301,15,2,1,320,136,40925,6,2,1,75000,90000,1,55,194,361,147,291,193,187,1,1,1,1,2018-04-11,2018-11-02,2018-04-11,2018-10-16
312335,2,1,9,321,87,13643,6,36,2,85823,121363,1,4,195,362,96,292,194,188,72,18,1,2,2017-11-06,2018-11-02,2017-11-13,2018-10-16
312335,2,2,9,321,87,13643,6,36,2,85823,121363,1,4,195,362,96,292,194,188,72,18,1,2,2017-11-13,2018-11-02,2017-11-13,2018-10-16
312679,3,1,1,24,22,10251,6,51,2,33875,54879,1,52,132,363,22,2,2,189,1,76,1,1,2017-11-09,2018-11-02,2018-01-12,2018-10-16
312679,3,1,1,24,22,10251,6,51,2,33875,54879,1,52,132,363,22,2,2,189,1,76,1,1,2017-11-09,2018-11-02,2018-01-12,2018-10-16
312707,9,1,1,322,8,21744,5,40,2,70286,83784,1,21,65,364,8,293,195,190,1,1,1,1,2018-08-16,2018-11-02,2018-08-21,2018-10-16
312707,9,2,1,322,8,21744,5,40,2,70286,83784,1,21,65,364,8,293,195,190,1,1,1,1,2018-08-16,2018-11-02,2018-08-21,2018-10-16
312771,2,1,8,323,8,21744,1,40,2,59708,72246,1,9,196,365,8,294,196,4,8,77,1,1,2017-11-14,2018-11-02,2017-11-14,2018-10-16
312771,2,2,8,323,8,21744,1,40,2,59708,72246,1,9,196,365,8,294,196,4,8,77,1,1,2017-11-14,2018-11-02,2017-11-14,2018-10-16
313071,10,1,8,36,14,20215,5,11,2,74990,104182,1,57,197,366,14,295,197,191,73,60,1,2,2017-11-15,2018-11-02,2018-02-01,2018-10-16
313659,3,1,1,324,22,10251,6,59,2,33875,54879,1,5,31,367,22,296,2,192,74,1,1,1,2017-11-17,2018-11-02,2018-03-30,2018-10-16
313659,3,1,1,324,22,10251,6,59,2,33875,54879,1,5,31,367,22,296,2,192,74,1,1,1,2017-11-17,2018-11-02,2018-03-30,2018-10-16
313904,5,1,1,277,29,13611,1,36,2,47797,54967,1,20,165,368,29,297,2,193,1,1,1,1,2017-11-21,2018-11-02,2017-11-21,2018-10-16
313904,5,2,1,277,29,13611,1,36,2,47797,54967,1,20,165,368,29,297,2,193,1,1,1,1,2017-11-21,2018-11-02,2017-11-21,2018-10-16
313911,5,1,1,325,59,13652,6,36,1,85823,95821,1,20,165,369,63,298,2,194,1,1,1,2,2017-11-21,2018-11-02,2017-11-21,2018-10-16
313911,5,2,1,325,59,13652,6,36,1,85823,95821,1,20,165,369,63,298,2,194,1,1,1,2,2017-11-21,2018-11-02,2017-11-21,2018-10-16
314087,24,2,1,326,44,10015,2,11,2,67060,178873,1,79,198,370,89,299,2,195,75,78,1,2,2017-12-18,2018-11-02,2017-12-18,2018-10-16
314087,24,1,1,326,44,10015,2,11,2,67060,178873,1,79,198,370,89,299,2,195,75,78,1,2,2017-12-18,2018-11-02,2017-12-18,2018-10-16
314644,7,2,1,327,34,10050,9,36,2,54643,150371,1,15,6,371,34,300,2,196,1,26,1,2,2017-11-29,2018-11-02,2017-12-04,2018-10-16
314644,7,1,1,327,34,10050,9,36,2,54643,150371,1,15,6,371,34,300,2,196,1,26,1,2,2017-11-29,2018-11-02,2017-12-04,2018-10-16
315016,15,1,1,328,137,95611,10,2,2,110000,133900,1,55,194,372,148,301,198,129,1,1,1,1,2017-12-05,2018-11-02,2017-12-05,2018-10-16
315016,15,2,1,328,137,95611,10,2,2,110000,133900,1,55,194,372,148,301,198,129,1,1,1,1,2017-12-05,2018-11-02,2017-12-05,2018-10-16
315051,2,1,1,329,138,91001,1,60,2,49934,51765,1,4,44,373,149,2,52,48,1,1,1,1,2017-12-05,2018-11-02,2018-05-24,2018-10-16
315051,2,2,1,329,138,91001,1,60,2,49934,51765,1,4,44,373,149,2,52,48,1,1,1,1,2017-12-05,2018-11-02,2018-05-24,2018-10-16
315321,20,1,1,330,32,10124,1,42,2,44142,64662,1,75,199,374,32,302,199,171,1,1,1,1,2018-10-11,2018-10-23,2018-10-11,2018-10-16
315372,3,1,1,331,139,1022A,6,42,2,43319,54913,1,5,200,375,150,303,2,29,1,1,1,1,2017-12-07,2018-11-02,2017-12-07,2018-10-16
315419,2,2,1,67,38,31220,5,61,2,62493,94549,1,4,24,376,55,304,200,197,76,3,1,1,2017-12-11,2018-11-02,2017-12-11,2018-10-16
315419,2,1,1,67,38,31220,5,61,2,62493,94549,1,4,24,376,55,304,200,197,76,3,1,1,2017-12-11,2018-11-02,2017-12-11,2018-10-16
315503,6,1,13,332,56,13621,5,36,1,57223,75000,1,19,201,377,60,305,201,198,22,15,1,2,2017-12-12,2018-11-02,2017-12-14,2018-10-16
315574,5,1,1,333,116,70817,1,23,2,46012,51993,1,20,165,378,124,2,202,199,1,1,1,1,2017-12-08,2018-11-02,2018-01-25,2018-10-16
315727,10,1,1,334,6,8300B,3,42,1,48535,134433,1,34,202,379,79,306,203,200,77,79,1,2,2017-12-13,2018-11-02,2018-02-06,2018-10-16
315727,10,2,1,334,6,8300B,3,42,1,48535,134433,1,34,202,379,79,306,203,200,77,79,1,2,2017-12-13,2018-11-02,2018-02-06,2018-10-16
315909,5,1,8,281,121,6776,3,22,2,82395,82395,1,24,169,380,130,307,171,201,1,80,1,2,2017-12-11,2019-09-26,2018-09-27,2018-10-16
315909,5,2,8,281,121,6776,3,22,2,82395,82395,1,24,169,380,130,307,171,201,1,80,1,2,2017-12-11,2019-09-26,2018-09-27,2018-10-16
315940,25,2,5,335,140,52615,5,62,2,57065,65625,1,80,203,381,151,308,204,202,78,81,1,1,2017-12-11,2019-12-11,2018-06-13,2018-10-16
315940,25,1,5,335,140,52615,5,62,2,57065,65625,1,80,203,381,151,308,204,202,78,81,1,1,2017-12-11,2019-12-11,2018-06-13,2018-10-16
315978,2,1,1,336,109,20310,3,11,2,53134,79726,1,3,54,382,117,309,205,67,1,82,1,6,2018-03-05,2018-11-02,2018-03-05,2018-10-16
315978,2,2,1,336,109,20310,3,11,2,53134,79726,1,3,54,382,117,309,205,67,1,82,1,6,2018-03-05,2018-11-02,2018-03-05,2018-10-16
315986,4,1,1,337,6,83008,10,11,2,75338,194395,1,13,18,383,6,310,87,9,1,1,1,3,2018-02-08,2018-11-02,2018-02-08,2018-10-16
315986,4,2,1,337,6,83008,10,11,2,75338,194395,1,13,18,383,6,310,87,9,1,1,1,3,2018-02-08,2018-11-02,2018-02-08,2018-10-16
316018,15,2,1,338,119,10033,9,63,2,60000,75000,1,55,204,384,127,311,206,129,1,1,1,1,2017-12-12,2018-11-02,2017-12-12,2018-10-16
316018,15,1,1,338,119,10033,9,63,2,60000,75000,1,55,204,384,127,311,206,129,1,1,1,1,2017-12-12,2018-11-02,2017-12-12,2018-10-16
316149,4,2,2,339,85,34202,6,11,2,67083,113725,1,81,205,385,93,312,87,9,1,1,1,3,2018-02-08,2018-11-02,2018-02-08,2018-10-16
316149,4,1,2,339,85,34202,6,11,2,67083,113725,1,81,205,385,93,312,87,9,1,1,1,3,2018-02-08,2018-11-02,2018-02-08,2018-10-16
316167,9,1,1,340,8,21744,5,64,2,70286,83784,1,21,65,386,8,313,207,38,1,1,1,1,2018-03-02,2018-11-02,2018-07-30,2018-10-16
316167,9,2,1,340,8,21744,5,64,2,70286,83784,1,21,65,386,8,313,207,38,1,1,1,1,2018-03-02,2018-11-02,2018-07-30,2018-10-16
316318,9,1,1,341,141,95005,9,51,2,54643,112373,1,21,206,387,152,2,43,190,1,1,1,1,2018-02-24,2018-11-02,2018-08-02,2018-10-16
316318,9,2,1,341,141,95005,9,51,2,54643,112373,1,21,206,387,152,2,43,190,1,1,1,1,2018-02-24,2018-11-02,2018-08-02,2018-10-16
316396,22,1,1,342,135,31143,5,23,2,50227,60000,1,77,207,388,145,314,2,203,1,1,1,1,2017-12-14,2018-10-31,2018-09-20,2018-10-16
316396,22,2,1,342,135,31143,5,23,2,50227,60000,1,77,207,388,145,314,2,203,1,1,1,1,2017-12-14,2018-10-31,2018-09-20,2018-10-16
316499,16,1,15,343,31,81310,1,35,3,19.3534,19.3534,2,82,147,389,31,315,208,204,1,30,1,19,2017-12-15,2018-11-02,2018-08-24,2018-10-16
316499,16,1,15,343,31,81310,1,35,3,19.3534,19.3534,2,82,147,389,31,315,208,204,1,30,1,19,2017-12-15,2018-11-02,2018-08-24,2018-10-16
316499,16,2,15,343,31,81310,1,35,3,19.3534,19.3534,2,82,147,389,31,315,208,204,1,30,1,19,2017-12-15,2018-11-02,2018-08-24,2018-10-16
316574,4,2,1,344,58,56058,3,63,2,50362,78177,1,83,208,390,62,316,87,9,1,1,1,3,2018-03-22,2018-11-02,2018-03-30,2018-10-16
316574,4,1,1,344,58,56058,3,63,2,50362,78177,1,83,208,390,62,316,87,9,1,1,1,3,2018-03-22,2018-11-02,2018-03-30,2018-10-16
316748,4,1,1,345,67,30087,6,51,2,73938,85029,1,84,209,391,72,317,209,9,1,1,1,3,2018-01-26,2018-11-02,2018-01-26,2018-10-16
316748,4,2,1,345,67,30087,6,51,2,73938,85029,1,84,209,391,72,317,209,9,1,1,1,3,2018-01-26,2018-11-02,2018-01-26,2018-10-16
316907,22,2,1,346,34,10050,9,23,2,88000,115000,1,85,52,392,34,318,2,205,1,1,1,2,2017-12-21,2018-11-16,2018-10-04,2018-10-16
316907,22,1,1,346,34,10050,9,23,2,88000,115000,1,85,52,392,34,318,2,205,1,1,1,2,2017-12-21,2018-11-16,2018-10-04,2018-10-16
316959,3,1,1,347,22,10251,6,51,2,33875,54879,1,86,210,393,22,2,2,206,1,83,1,1,2017-12-20,2018-11-02,2018-01-12,2018-10-16
317152,2,1,1,348,42,20415,5,11,2,74990,104182,1,9,211,394,43,319,210,207,1,1,1,6,2018-06-13,2018-11-02,2018-09-25,2018-10-16
317152,2,2,1,348,42,20415,5,11,2,74990,104182,1,9,211,394,43,319,210,207,1,1,1,6,2018-06-13,2018-11-02,2018-09-25,2018-10-16
317673,2,2,1,349,14,20215,5,11,2,74990,104182,1,9,121,395,14,320,211,67,1,1,1,6,2018-01-02,2018-11-02,2018-09-25,2018-10-16
317673,2,1,1,349,14,20215,5,11,2,74990,104182,1,9,121,395,14,320,211,67,1,1,1,6,2018-01-02,2018-11-02,2018-09-25,2018-10-16
317714,5,1,1,350,58,56058,3,63,2,50362,57916,1,8,212,396,62,321,212,208,1,1,1,1,2017-12-29,2018-11-24,2018-09-06,2018-10-16
317714,5,2,1,350,58,56058,3,63,2,50362,57916,1,8,212,396,62,321,212,208,1,1,1,1,2017-12-29,2018-11-24,2018-09-06,2018-10-16
317946,2,2,1,351,6,83008,2,11,2,120000,140000,1,9,110,397,6,322,213,9,1,1,1,2,2018-01-11,2018-11-02,2018-07-03,2018-10-16
317946,2,1,1,351,6,83008,2,11,2,120000,140000,1,9,110,397,6,322,213,9,1,1,1,2,2018-01-11,2018-11-02,2018-07-03,2018-10-16
318062,4,2,1,352,58,56058,3,63,2,50362,78177,1,87,208,398,62,323,214,9,1,1,1,3,2018-08-22,2018-11-02,2018-08-30,2018-10-16
